Uuid,Void/Retire,Same as mappings,Fully specified name:en,Fully specified name:fr,Short name:en,Short name:fr,Description:en,Description:fr,Data class,Data type,Complex data handler,Answers,Members,Allow decimals,Units,Normal low,Normal high,Absolute low,Absolute high,_version:1,_order:700
6524be2a-2a3b-423d-b9fc-088ad6cfbc45,,,TB Program Workflow,TB Program Workflow,TB Program Workflow,TB Program Workflow,,,Misc,N/A,,,,,,,,,,,
